,Word,Filipino translation,Valence,Arousal,Dominance
11582,speedy,mabilis,5.9,5.1,6.16
11583,spell,baybayin,6.18,4.15,6.58
11584,spelling,pagbaybay,5.75,3.62,6.53
11585,spend,gumastos,5.91,4.48,5.88
11586,spender,magastos,5.38,4.43,4.84
11587,sperm,tamud,5.47,4.86,4.43
11588,spew,suka,3.37,5,5.39
11589,sphere,globo,6.21,4,5.6
11590,sphincter,"sphincter, balbula",4.37,4,4.11
11591,sphinx,espinghe,6.05,4.9,5.27
11592,spic,spic,3.37,4.57,4.59
11593,spice,pampalasa,6.55,4.06,6
11594,spicy,maanghang,6.32,6.63,5.55
11595,spider,gagamba,3.35,6.91,3.74
11596,spiffy,"ismarte, magilas",6.35,4.5,5.85
11597,spike,magpako,4.23,5.35,5.42
11598,spill,magbuo,3.63,3.74,4.5
11599,spin,ikot,4.9,3.68,4.92
11600,spinach,"spinach, ispinaka",5.81,3.43,5.46
11601,spinal,panggulugod,3.78,4.35,4.72
11602,spindle,"ikidan, ikiran ng sinulid",4.44,3.55,5.21
11603,spine,gulugod,5.33,3.14,5.52
11604,spineless,duwag,2.95,4.57,4.1
11605,spinner,"manunulid, tagaikot",4.58,4.55,5.29
11606,spinster,dalaga,4.14,4,4.71
11607,spiral,paikid,6.4,5,4.46
11608,spirit,"espiritu, kalooban",7,5.03,6.38
11609,spirited,masigla,7.57,5.21,7.14
11610,spiritual,espirituwal,5.82,4.82,6.3
11611,spirituality,kabanalan,7.26,3.1,6.7
11612,spit,dura,3,3.57,4.36
11613,spiteful,mapang-inis,2.89,4.71,5.13
11614,spitfire,sumpungin,5.18,5.42,5.5
11615,spittoon,"iskupidor, duraan, luraan",3.39,3.95,4.72
11616,splash,saboy,6.53,4.8,5.96
11617,splat,sandalan,3.79,5,4.7
11618,splatter,tilamsik,4.57,5.37,4.54
11619,spleen,galit,4.47,3.55,4.92
11620,splendid,napakainam,7.62,3.86,6.69
11621,splendor,rangya,6.95,4,6.07
11622,splice,dugtong,4.74,3.67,5
11623,splint,balangkat,3.58,3.25,5
11624,splinter,salubsob,3.15,4.5,5.67
11625,split,pagbiyak,4.5,5.55,5.79
11626,spoil,palayawin ,2.83,4.09,4.11
11627,spoils,panis,3.42,4.76,4.74
11628,spokesman,tagapagsalita,4.9,2.9,5.24
11629,spokesperson,tagapagsalita,4.95,3.95,5.14
11630,sponge,espongha,5.45,4.25,6
11631,sponsor,"tagatangkilik, isponsor",5.3,4.05,6.74
11632,sponsorship,isponsorsyip,5.71,4.95,6.8
11633,spontaneity,pagiging natural,6.45,5.57,6
11634,spontaneous,kusang-loob,6.63,5.71,6.13
11635,spook,takutin,3.7,5.14,5
11636,spooky,nakakatakot,4.4,6,4.48
11637,spool,ikarete,5.71,3.37,5.08
11638,spoon,kutsara,5.9,3.79,5.18
11639,spoonful,sangkutsara,5.29,2.62,5.85
11640,sport,palakasan,6.95,4.7,6.21
11641,sporting,isporting,6.24,4.4,5.74
11642,sports car,"sports car, kotseng pangarera",6.67,4.86,5.69
11643,sportsman,isportsman,5.89,4.85,5.85
11644,sportsmanship,isportsmansyip,6.3,5.14,6.71
11645,sportswriter,reporter ng isports,5.71,4.42,6
11646,sporty,sporty,5.78,4.55,5
11647,spot,lugar,5.12,2.95,4.83
11648,spotless,malinis,6.05,3.5,5.74
11649,spotlight,ispatlayt,5.74,4.95,5.91
11650,spotter,spotter,5.37,3,5.24
11651,spotty,matighiyawat,4.29,4,4.09
11652,spousal,pag-aasawa,6,4.42,6.21
11653,spouse,asawa,7.44,5.76,4.73
11654,spout,"ispawt, alulod",5.29,3.14,5.11
11655,sprain,pagkapuwersa,3.11,3.85,3.6
11656,spray,wisikan,5.06,4,6.22
11657,spread,kumalat,5.57,4.15,6.37
11658,spreader,"tagakalat, tagapagpalaganap",4.17,3.71,5.11
11659,spree,pagsasaya,5.95,5,5.07
11660,spring,tagsibol,7.64,5.5,5.9
11661,springtime,panahon ng tagsibol,7.64,4.38,5.43
11662,sprinkle,pagwiwisik,6.72,3.55,5.5
11663,sprinkler,"isprinkler, pangwisik ",5.86,3.29,6.38
11664,sprint,pagtakbo,5.67,5.9,5.72
11665,sprite,duwende o diwata,5.85,3.83,5.68
11666,Sprite,Sprite,6.35,4.32,5.52
11667,sprout,sibol,5.7,3.59,5.32
11668,spruce,maganda,5.55,3.18,4.96
11669,spud,patatas,5.05,4.05,4.86
11670,spunk,"tapang, determinasyon",6.17,5.2,5.64
11671,spunky,"matapang, determinado",5.55,5,7.21
11672,spur,"tari, tahid",5,4.48,5.5
11673,spy,espiya,4.68,4.74,3.84
11674,squabble,pagbabangayan,3.6,4.06,3.62
11675,squad,iskuwad,5.35,4.33,5.82
11676,squadron,armada,4.4,4.25,4.52
11677,squall,sigaw,4.32,4.1,4.68
11678,squander,aksayahin,3.55,3.95,4.82
11679,square,parisukat,5.11,3.33,5.3
11680,squash,kalabasa,4.28,3.88,5.24
11681,squat,talungko,4.65,4.05,6.15
11682,squaw,asawang babae,4.71,5.5,4.81
11683,squawk,putak,5.11,4,4.22
11684,squeak,langitngit,4.95,4.79,4.62
11685,squeaky,"maalatiit, malangitngit",4.63,4.22,4.88
11686,squeal,tumili,5.14,5.45,4.57
11687,squealer,"tagasuplong, tagasumbong",3.48,6.1,3.92
11688,squeamish,maselan,3.63,5.45,4.47
11689,squeeze,magsumiksik,4.85,3.91,6
11690,squid,pusit,4.62,4.04,4.89
11691,squint,sulyapan,4.4,3.71,4.62
11692,squire,eskudero,4.67,3.48,5.04
11693,squirm,palag,3.86,5.29,4.2
11694,squirrel,ardilya,5.71,4.48,5.62
11695,squirt,pulandit,5.67,4.56,4.79
11696,squish,tunog ng pinipisa,3.11,4.55,5.08
11697,squishy,papisa,5,4.43,4.5
11698,stab,sumaksak,3.05,5.17,4.12
11699,stability,katatagan,6.18,2.64,6.25
11700,stabilize,magpatatag,5.86,3.87,5.62
11701,stabilizer,pampatatag,5.67,3.1,5.44
11702,stable,matatag,5.2,3.11,6.33
11703,stack,salansan,5.33,3.33,5.86
11704,stadium,istadyum,5.53,5.25,5
11705,staff,kawani,5.18,4.3,6.26
11706,stag,usang barako,5.16,4.5,5.33
11707,stage,yugto,5.67,3.76,4.5
11708,stagecoach,karuwahe,5.11,3.89,5.18
11709,stagehand,tanghalan,4.76,4.09,4.19
11710,stagger,pagsuray,3.42,4.38,4.15
11711,stagnant,"walang pag-unlad, di-umuusad",3.05,3.49,4.27
11712,stain,mantsa,3,4.27,4.61
11713,stainless,hindi kinakalawang,5.85,3.36,5.56
11714,stair,baitang,5.14,4.4,5.67
11715,staircase,hagdanan,5.2,3.3,5.64
11716,stairs,hagdan,5.48,3.59,5.57
11717,stairway,hagdanan,5.62,3.44,5.17
11718,stairwell,hagdanang paikot,5.67,2.96,5.78
11719,stake,pusta,4.78,3.42,4.52
11720,stakeout,istakahan,4.43,5.9,6.24
11721,stale,wala sa kondisyon,3.62,2.68,4.67
11722,stalemate,tabla,3.8,2.78,3.29
11723,stalk,tangkay,3.89,5.36,3.61
11724,stalker,"sunod nang sunod, nakabuntot",2.55,5.82,4.04
11725,stall,puwesto,4.32,2.9,5.26
11726,stallion,kabayong simaron,6.35,4.77,6.56
11727,stamina,tibay ng katawan,6.55,4.62,6.33
11728,stamp,selyo,5.8,3.45,6.69
11729,stampede,magulong pagpanakbuhan,4.48,6.2,3.69
11730,stance,tindig,6.1,2.86,6.14
11731,stand,tumayo,5.27,3.1,5.89
11732,standard,pamantayan,4.76,3.61,5.14
11733,standardized,estandardizado,4.48,3.65,4.46
11734,standby,istambay,4.68,3.28,4.06
11735,standoff,hindi magkasundo,3.37,4.43,5.21
11736,standpoint,kinakatayuan,5.1,4.17,5.21
11737,standstill,pagkahinto,4.74,3.18,4.25
11738,standup,pagtatanghal nang nakatayo,6,4.32,5.82
11739,staph,staph,2.6,4,3.5
11740,staple,"pangunahing pagkain, isteypol",5,4.48,4.76
11741,stapler,"isteypler, stapler",5.25,3.29,6.42
11742,star,bituin,7.47,5.5,5.82
11743,star fruit,balimbing,6.27,3.43,6.25
11744,starboard,kanang panig ng bapor,5.42,4.11,5.41
11745,starch,apa,4.95,3.9,6.52
11746,stardom,"kabituinan, kasikatan",5.85,5.45,6.68
11747,stardust,karismatikong pakiramdam,6.84,4.4,4.95
11748,stare,titig,4.45,4.68,6.38
11749,starfish,bituwing-dagat,6.53,4.23,5.79
11750,starlet,"istarlet, baguhang artista",6.26,4.18,5.61
11751,starlight,liwanag ng bituwin,7.68,4.91,5
11752,starling,istarling,5.53,4.32,5.91
11753,starry,mabituwin,7.4,3.96,5.59
11754,starship,istarsyip,6.32,4.83,5.41
11755,start,simula,6.41,4.81,5.5
11756,starter,"panimula, istarter",5.71,4,5.58
11757,startle,gulatin,4.65,4.4,4.55
11758,startled,nagulat,4.53,5.67,3.43
11759,startling,nakakagulat,5.17,5.23,4.64
11760,starvation,pagkagutom,1.72,5.45,3.81
11761,starve,gutom,2.53,4,3.12
11762,starving,nagugutom,2.86,5.1,4.86
11763,stash,imbak,5.24,4.64,5.77
11764,stat,stat,4.86,3.76,5.11
11765,state,estado,5.73,3.29,5.65
11766,stately,marangal ,5.05,3.1,5.27
11767,statement,pahayag,5.32,3.7,6.89
11768,stateroom,pribadong kamarote,5.64,3.63,5.19
11769,stateside,galing Amerika,4.84,3.77,4.89
11770,statesman,estadista,4.58,2.89,4.92
11771,static,estatika,4.41,3.33,4.45
11772,station,estasyon,5.5,3,4.61
11773,stationary,nananatili,5.45,2.72,5.9
11774,stationery,gamit sa pagsulat,5.6,3.06,6.14
11775,statistic,"estatistika, estadistika",4.55,4.5,5.74
11776,statistical,"estatistikal, estadistikal",5.1,3.19,4.92
11777,statue,rebulto,5.95,2.82,4.95
11778,stature,pangangatawan,5.7,3.57,5.89
11779,status,katayuan,4.89,3.83,5.28
11780,statute,batas,5.18,3.65,5.67
11781,statutory,itinakda ng batas,4.37,5,4.32
11782,stay,manatili,6.14,3.14,5.71
11783,STD,STD,1.95,5.36,3.42
11784,stead,pook,5.32,2.76,5.54
11785,steadfast,matatag,6.68,3.95,6.77
11786,steady,matatag,6.67,3,6.42
11787,steak,bistek,6.2,3.63,6.04
11788,steakhouse,steakhouse,6.94,3.95,5.48
11789,steal,magnakaw,2.17,5.3,3
11790,stealing,pagnanakaw,2.75,4.57,5.5
11791,stealth,nakaw,5.45,4.22,5.15
11792,steam,singaw,5.4,4,4.84
11793,steamboat,bapor,5.52,5.14,5.6
11794,steamer,bapor,4.91,3.73,5.54
11795,steaming,pinasisingawan,5.05,3.56,6.25
11796,steamship,sasakyang-dagat,5.91,4.5,5.38
11797,steamy,masigaw,6.39,5.71,5.79
11798,steel,bakal,4.95,3.86,5.68
11799,steep,matarik,5.32,4.95,5.04
11800,steeple,kampanaryo,5.62,3.04,4.89
11801,steer,umugit,5.68,5.05,5.94
11802,steering,pagpipiloto,4.9,3.22,7.29
11803,stellar,nauukol sa bituwin,5.95,4.33,6.12
11804,stem,tangkay,5.1,3.47,6.19
11805,stench,alingasaw,2.62,4.53,3.47
11806,stenographer,takigrapo,4.95,3.81,4.95
11807,step,hakbang,5.68,3.48,6
11808,stepdaughter,babaeng anak sa panguman,5.47,3.55,4.88
11809,stepfather,"tiyuhin, amain",3.72,3.59,3.79
11810,stepmother,tiya,3.67,3.69,4.17
11811,steps,hakbanging,4.95,3,6.17
11812,stepson,anak na lalaki sa panguman,4.81,3.65,4.57
11813,stereo,esteryo,7.1,4.04,6.81
11814,stereotype,estereotipo,3.33,4.26,3.81
11815,sterile,"walang mikrobyo, baog",4.57,4.47,4.95
11816,sterilize,pakuluan,5.59,4.24,6.64
11817,sterling,"puro, lantay, mahusay",5.89,5.32,5.64
11818,stern,"mabagsik, istrikto",3.9,3.91,5.58
11819,sternum,isternum,4.45,3.71,4.7
11820,steroid,"steroid, isteroyd",3.62,5.21,5.05
11821,stethoscope,"istetoskop, istetoskopyo",5.14,4.56,5.24
11822,stew,"ilaga, nilaga",5.86,2.95,5.36
11823,steward,"tagapagpangasiwa, tagapangalaga",5.06,2.57,5.64
11824,stewardess,istewardes,5.9,4.14,4.97
11825,stick,"patpat, pantuhog, pandikit",5.27,3.81,5.82
11826,sticker,etiketa,5.57,4.05,5.52
11827,stickler,"makulit na tao,",3.74,3.82,5.22
11828,stickup,holdap,2.95,6.09,3.24
11829,sticky,malagkit,4.65,4.75,5.19
11830,stiff,matigas,4.29,4,4.95
11831,stigma,"mantsa, bahid, istigma",3.9,5.24,4.62
11832,stillness,"katahimikan, kawalan ng paggalaw",5.19,2.78,5.25
11833,stimulant,pampasigla,6,5.95,5.41
11834,stimulate,pasiglahin,7.38,6,7.14
11835,stimulating,nakakasigla,6.84,6.3,6.2
11836,stimulation,pasiglahan,5.14,4.71,5.3
11837,stimulus,pampasigla,5.63,4.7,6.21
11838,sting,kirot,2.55,4.88,3.45
11839,stinger,pampakirot,3.9,4.96,4.36
11840,stinging,kumikirot,3.57,6.47,4.47
11841,stingy,maramot,2.53,4.73,4.54
11842,stink,baho,2.35,4.48,4.76
11843,stinker,nagpapabaho,3.3,4,3.8
11844,stinky,mabaho,3.16,3.76,4.29
11845,stint,magtipid,4.57,3.33,5.65
11846,stipend,sahod,6.05,3.77,4.41
11847,stipulate,magtadhana,4.86,4.11,5.71
11848,stir,halo,5.35,3.05,6.71
11849,stitch,tahi,4.95,3.36,5.11
11850,stitching,tumahi,4.68,3.52,5.45
11851,stock,saping-puhunan,5.5,3.5,4.62
11852,stockade,tanggulan,2.67,4.67,4.36
11853,stockbroker,"istakbroker, ahenteng nagbebenta at namimili",4.05,3.1,5.44
11854,stockholder,"istakholder, kasosyong namumuhunan",4.9,3.5,4.4
11855,stocking,medyas,5.33,4.08,5
11856,stockings,medyas,6.21,4.81,4.81
11857,stockpile,"tipon, reserbang panustos",5.53,4.55,5.5
11858,stockroom,bodega,4.86,3.26,5.62
11859,stoic,matiisin,4.47,3.29,6.04
11860,stomach,tiyan,4.53,3.76,5.4
11861,stomachache,sakit sa tiyan,2.16,5.21,4.1
11862,stomp,apakan,3.9,4.82,6.44
11863,stone,bato,4.81,3.25,7.26
11864,stonewall,pader na bato,4.58,3.7,5.24
11865,stony,mabato,4.53,4.09,4.96
11866,stooge,matulungin,3.3,3.75,3.55
11867,stool,"bangko, upuan, dumi",4.47,2.39,5.2
11868,stoop,yuko,4.67,3.17,4.29
11869,stop,hinto,4.73,4.14,5.06
11870,stopover,hintuan,4.5,3.43,5.33
11871,stopper,"panghinto, pamasak-butas",4.65,4.35,5.74
11872,stopwatch,relos na pantala ng bilis,5.05,4.05,6.21
11873,storage,imbakan,4.95,3.68,6.23
11874,store,tindahan,5.94,3.43,5.44
11875,storefront,harap-tindahan,5.76,3,5.22
11876,storeroom,"bodega, imbakan",5.43,2.9,5.68
11877,storm,bagyo,5.74,5.86,3.72
11878,stormy,mabagyo,5.14,6.52,4.53
11879,story,kwento,7.27,3.52,5.33
11880,storybook,katipuhan ng mga kwento,6.76,3.4,6.32
11881,storyteller,nagkukwento,6.67,4.29,5.9
11882,storytelling,pagkukwento,7,4.4,6.18
11883,stout,mataba,5.29,3.35,4.86
11884,stove,kalan,5.63,3.82,6.08
11885,stow,pwesto,5,2.9,5.04
11886,stowaway,naglayas,4.35,4.23,4.83
11887,straddle,"sumakiang, pagkaang",5.62,5,5.15
11888,straighten,tuwirin,6.26,3,5.88
11889,straightforward,diretso,6.14,4.04,6.3
11890,strain,pilay,3.71,4.78,4.08
11891,straitjacket,istreytdyaket,2.71,5.1,3.97
11892,strand,hibla,5,3.27,5.15
11893,strange,kakaiba,4.72,3.5,5.28
11894,stranger,estranghero,4.09,5.8,4.84
11895,strangle,sakalin,3,5.43,3.62
11896,strangulation,pagsakal,2.79,5.5,3.21
11897,strap,tali,5.1,4.23,5.71
11898,strapless,walang tali,5.65,5.25,5.33
11899,strapping,panali,4.77,4.77,5.63
11900,strategic,estratehiko,6.57,4.32,6.29
11901,strategist,estratehista,5.29,5.15,5.76
11902,strategy,estratehiya,5.95,4.15,6.67
11903,stratosphere,istratospera,5.52,4.19,4.48
11904,straw,munti,5.89,2.35,5.24
11905,strawberry,presa,7.25,4.05,5.54
11906,stray,ligaw,4.14,3.71,5.68
11907,streak,guhit,5.37,4.5,5.3
11908,stream,daloy,6.9,4.35,5.09
11909,streamline,daloy-agusan,5.3,3.64,5.84
11910,street,kalye,5.07,3.45,5.41
11911,streetcar,trambya,5.44,3.75,5.24
11912,streetlight,ilaw sa kalye,4.9,3.78,5.38
11913,strength,lakas,6.73,5.3,7.42
11914,strengthen,palakasin,7.21,4.7,6
11915,strenuous,diin,4.14,5.14,4.65
11916,strep,strep,2.77,4.21,3.48
11917,stress,diin,1.79,4.72,3.85
11918,stressful,mabigat,2.62,5.65,3.97
11919,stretch,diin,5,4.73,6.23
11920,stretcher,"kamilya, istretser",3.1,3.82,5.04
11921,stricken,kahabaan,2.79,4.59,3.25
11922,strict,mahigpit,3.65,4.5,5.27
11923,stride,mahabang hakbang,5.81,4.1,5.1
11924,strife,pag-aawayan,3.68,4.17,4.18
11925,strike,welga,3.06,5.52,3.28
11926,strikeout,"burahin, huwag isama",3.16,4.9,4.78
11927,striker,mag-aaklas,3.73,5.72,5.3
11928,string,"sintas, pisi, tali",5.25,3.8,5.62
11929,strings,mag-aaklas,5.28,2.58,5
11930,stringy,"mahilatsa, magatil",4.05,4.27,4.84
11931,strip,alisin,4.68,5.27,5.81
11932,stripe,guhit,5.24,3.67,5.21
11933,striped,gumuhit,4.81,4.38,4.86
11934,stripper,"tagatalop, babaeng naghuhubad habang nagsasayaw",5.19,5.57,5
11935,striptease,striptease,5.32,6.8,5.45
11936,strive,paghirapan,6.32,4.62,6.35
11937,stroke,kudlit,4.19,4.95,4.19
11938,stroll,pamamasyal,6.25,3.22,6.82
11939,stroller,"istroler, taong gala, karwaheng pambata",5.75,3.22,5.68
11940,strong,malakas,6.81,5.14,6.54
11941,stronghold,"muog, kuta",5.44,3.95,5.04
11942,structural,estruktural,5.6,3.67,5.27
11943,structure,kaayusan,5.68,4,5.83
11944,strudel,strudel,6.11,3.7,5.46
11945,struggle,labanan,3,5.9,3.67
11946,strut,"paglakad na pahambog, tukod",5.6,5.46,6.39
11947,stub,upos,3.89,3.86,4.05
11948,stubborn,"matigas ang ulo, sutil",3.74,4.13,5
11949,stubbornness,pagkatigasan ng ulo,3.61,4.74,5.85
11950,stubby,matakid,4.5,4.14,5.3
11951,stud,"butod, kabayong palahian",4.89,5.14,5.05
11952,student,mag-aaral,6.41,4.25,6.79
11953,studio,talyer,6.24,4.79,5.57
11954,study,aral,5.78,2.55,5.33
11955,stuff,bagay,5.86,3.52,4.83
11956,stuffed animal,manyikang malambot,7.21,2.77,6.39
11957,stuffy,"kulong, barado",3.73,4.61,4.53
11958,stumble,matapilok,3.76,4.76,4.2
11959,stump,tuod,4.62,3.85,4.54
11960,stun,lituhin,4.55,5.5,4.19
11961,stunner,"kaakit-akit, nakapang-aakit",5.76,4.5,5.85
11962,stunning,kaakit-akit,6.24,6.5,5.81
11963,stunt,stunt,4.95,4.81,4.4
11964,stuntman,istantman,5.95,6.3,4.92
11965,stupendous,kagila-gilalas,6.95,4.57,6.38
11966,stupid,hangal,2.84,4.34,4.03
11967,stupidity,pagkahangal,2.71,4.5,4.32
11968,sturdy,matatag,6.19,3.27,6.62
11969,stutter,pagkautol,2.95,4.48,4.72
11970,style,tawagin,6.81,4.6,7.47
11971,styling,nag-eestilo,5.7,3.72,6.41
11972,stylish,nasa uso,5.68,4.27,6.07
11973,stylist,sunod (ayon),6,3.32,5.56
11974,suave,"magalang, mahinahon",5.43,3.14,6.04
11975,sub,banayad,5,3.35,5.45
11976,subatomic,subatomiko,5.53,4.57,3.89
11977,subcommittee,atomiko ,5.1,4.15,4.9
11978,subconscious,kubling-malay,5.5,4,3.72
11979,subdivision,subdibisyon,4.74,3.25,4.96
11980,subdue,pasukuin,3.17,3.3,6
11981,subdued,nasupil,3.58,2.95,4.57
11982,subdural,subdural,4.4,3.09,4.96
11983,subject,paksa,5.33,4.2,6.37
11984,subjective,personal,5.86,3.56,5.21
11985,sublet,papapauba nang umuupa,5.27,4.21,5.19
11986,sublevel,mas mababa,4.95,3.32,4.56
11987,sublime,dakila,5.95,3.82,5.21
11988,subliminal,di-lantad na pag-iisip,5.19,4.17,3.78
11989,submarine,submarino,6,4.24,4.61
11990,submerge,ilubog,4.47,4.14,4.82
11991,submersible,maaring lumubog,4.5,4.32,4.83
11992,submission,paghaharap,4.6,4.29,4.97
11993,submissive,mabait  ,4.67,3.32,4.47
11994,submit,iniharap,3.9,3.91,4.43
11995,subordinate,mababa,4.44,3.09,3.46
11996,subpoena,"subpena, demanda",2.64,5,2.67
11997,subscribe,sumuskribi,5.43,4.26,6.23
11998,subscriber,subskritor,5.71,2.95,4.82
11999,subscription,subskription,5.29,3.05,5.86
12000,subsequent,kasunod,5.16,4,5.22
12001,subservient,sunod-sunuran,3.67,3.5,4.25
12002,subside,humupa,5.42,3.1,5
12003,subsidiary,sangay,4.8,3.38,5.74
12004,subspace,subspace,4.45,3.73,5.2
12005,substance,sangkap,4.29,3.62,5.75
12006,substandard,di-ayon sa nararapat,3.33,3.91,3.67
12007,substantial,kabuuan,6.14,5,6.62
12008,substantiate,magpatunay,5.37,3.52,5.45
12009,substation,sub-estasyon,4.43,3.29,5
12010,substitute,kapalit,4.91,3.59,5.25
12011,substitution,paghahalili,4.95,3.24,5.6
12012,subterranean,ilalim ng lupa,4.75,5.1,4.88
12013,subtext,di-lantad na kahulugan,4.53,3.71,4.2
12014,subtitle,subtitle,5.41,3.25,5.67
12015,subtle,pinong pagbibiro,5.62,3.37,5.09
12016,subtlety,mahiwaga,4.6,3.85,5.3
12017,subtract,bawasan,4.25,3.96,6.1
12018,suburb,labas ng lungsod,5.52,4.25,5.71
12019,suburban,may katangian na kaparehas ng suburb,5.85,3.41,5.69
12020,suburbia,labas ng lungsod,5.52,3.75,5.05
12021,subversive,mapangwasak,4.1,4.41,5.33
12022,subway,"daang pang-ilalim, subway",5.44,4.41,4.68
12023,succeed,magtagumpay,7.05,6.71,6.1
12024,success,tagumpay,7.49,5.8,6.38
12025,successful,matagumpay,7.76,5.08,7.71
12026,succession,paghalili,4.52,3.74,5.89
12027,successor,kahalili,6.11,4.59,5.9
12028,succubus,sukubo,3.67,4.68,4.05
12029,succulent,makatas,6.5,5.64,5.89
12030,suck,sipsipin,3.71,5.6,5.47
12031,sucker,tagasipsip,4,4.74,4.17
12032,suction,sipsip  ,4.25,3.81,4.88
12033,suds,bula ng sabon,5.24,3.73,5.5
12034,sue,maghabla,2.18,6.15,5.58
12035,suede,gamusa,5.36,2.75,5.71
12036,suffer,magdusa,2.05,4.5,3.32
12037,suffice,magkasiya,5.52,3.25,6.19
12038,sufficient,sapat,6.1,3.17,6
12039,suffocate,uminis,2.62,6.09,3.48
12040,suffocation,pagkainis,2.44,5,3.17
12041,sugar,asukal,6.56,5.29,6.32
12042,suggest,mungkahi,5.55,3.75,5.84
12043,suggestion,mungkahi,5.79,4.18,6.41
12044,suggestive,ipinahihiwatig,4.95,4.44,5.68
12045,suicidal,may ugaling magpakamatay,2.15,4.91,3.24
12046,suicide,magpakamatay,1.58,6.21,4.21
12047,suit,terno,5.89,3.05,5.17
12048,suitable,naangkop,5.7,3,6.16
12049,suitcase,maleta,5.25,3.24,5.5
12050,suite,huwego,7.05,3.61,6.16
12051,suitor,manliligaw,5.63,3.67,5.58
12052,sulfate,sulfate,4.63,3.67,4.91
12053,sulfur,asupre,4.5,3.86,5
12054,sulk,magtampo,3.22,3.3,3.68
12055,sullen,nagmamaktol,2.84,4.52,4.57
12056,sully,magmantsa,3.89,4.05,4.45
12057,sultan,sultan,4.48,3.48,4.94
12058,sum,suma,5.71,3.1,5.88
12059,summarize,magbuod,4.89,2.8,6.4
12060,summary,buod,5.05,3.29,6.09
12061,summation,buod,4.85,4.15,5.19
12062,summer,tag-araw,7.5,5.48,6.61
12063,summerhouse,bahay sa tag-araw,7.3,4.82,5.71
12064,summertime,oras ng tag-araw,6.74,5.32,6.5
12065,summit,taluktok,5.5,4.35,4.45
12066,summon,tawagin,5.58,4.67,6.04
12067,summons,patatag,3.6,5.14,3.84
12068,sumo,sumo,4.45,3.71,5.48
12069,sun,araw,6.92,4.64,4.98
12070,sunburn,sunog sa balat ng araw,2.76,4.45,4.12
12071,sundae,sorbetes,7.76,4.79,5.8
12072,sundial,sundial,5.95,3.22,5.19
12073,sundown,takipsilim,6.21,3.71,4.4
12074,sunflower,mirasol,6.45,3.05,6.15
12075,sunglasses,salamin sa tag-araw,6.72,3.67,5.83
12076,sunken,lubog,4.42,3.95,4
12077,sunlight,liwanag,7.46,4.44,6.12
12078,sunny,maaraw,7.95,5.38,5.11
12079,sunrise,pagsikat ng araw,7.35,4.68,5.95
12080,sunroof,sunroof,6.47,3.24,6.17
12081,sunscreen,proteksyon sa araw,5.77,3.95,5.89
12082,sunset,takipsilim,7.46,4.68,5.32
12083,sunshine,pagsikat ng araw,8.14,5.32,5.43
12084,suntan,pag-itim ng balat,6.05,4.25,5.39
12085,sunup,pagsikat ng araw,5.71,3.28,5.21
12086,sup,maghapunan,5.53,4.3,5.26
12087,super,magar,7.05,4.25,6.91
12088,superb,napakaganda,7,4.33,6.64
12089,superficial,panlabas,3.79,4.2,4.62
12090,superfluous,kalabisan,4.53,4.45,4.58
12091,superhero,"superhero, bayaning may kapangyarihan",6.89,6,5.83
12092,superhuman,higit sa karaniwan,6.67,4.73,6.33
12093,superintendent,tagapamahala,4.86,3.24,5.16
12094,superior,higit na mahusay,6.37,4.74,5.95
12095,superiority,higit na kagalingan,4.95,5.48,6.81
12096,superman,superman,6.52,5.17,5.11
12097,supermarket,supermarket,6.37,4.65,5.28
12098,supermodel,supermodel,5.53,6.09,5.18
12099,supernatural,"pambihirang lakas, supernatural",6.05,5.9,4
12100,supernova,supernova,6.58,5.5,3.5
12101,superposition,ilagay sa itaas,4.42,3.5,5.29
12102,superpower,kapangyarihan,7.14,5.76,5.81
12103,superstar,artista,5.94,4.85,5.42
12104,superstition,"paniniwala, sabi-sabi, pamahiin",4.84,6.14,5.45
12105,superstitious,taong naniniwala sa pamahiin,4.75,5.95,4.89
12106,superstore,malaking tindahan,6.24,4.43,4.75
12107,supervise,pangasiwaan,5.05,4,6.1
12108,supervision,pangangasiwa,4.26,5.05,4.55
12109,supervisor,"tagapamahala, tagapangasiwa",4.28,4.05,5.55
12110,supper,hapunan,6.72,3.6,5.64
12111,suppertime,hapunan,6.43,4.57,6.61
12112,supple,malambot,5.76,4.09,5.7
12113,supplement,karagdagan,5.43,3.22,5.22
12114,supplemental,pangkaragdagan,5.59,3.64,6.05
12115,supplier,"tagatustos, suplayer",4.84,3.45,5.04
12116,supply,"tustusan, panustos, suplay",5.11,3.28,5.24
12117,support,itaguyod,6.89,3.05,6.11
12118,supporter,tagapagtaguyod,6.05,4.41,6.32
12119,supportive,tulungan,6.95,3.83,6.58
12120,suppose,magpalagay,5.27,3.33,5.11
12121,supposed,napalagay,5.41,3.48,5.24
12122,suppress,sugpuin,2.72,3.55,4.55
12123,suppression,pagpigil,3.68,3.17,4.29
12124,supremacy,kataas-taasang kapangyarihan,3.48,4.26,5.57
12125,supreme,pinakamataas,6.14,4.28,6.11
12126,sure,tiyak,6.64,3.48,6.82
12127,surf,daluyong,6.05,5.57,5.18
12128,surface,"labas, karagyaan",5.62,3.04,5.16
12129,surfboard,"surfboard, tablang pangsurp",5.53,3.75,4.8
12130,surfer,"surfer, surper",5.47,5.38,5.74
12131,surge,pag-alon,5,5.22,5.92
